DecisionTreeClassifier,Accuracy,"[['gini', 'entropy'], [3, 4, 5], [55, 56], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], [0, 0.1], [2, 3]]"
DecisionTreeClassifier,Accuracy,"[['gini', 'entropy'], [3, 4, 5], [55, 56], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], [0, 0.1], [2, 3]]"
DecisionTreeClassifier,0.7337931034482759,"['gini', 3, 55, 2, 0, 2]"
DecisionTreeClassifier,0.7441494252873566,"['gini', 3, 55, 3, 0, 2]"
DecisionTreeClassifier,0.7527126436781613,"['gini', 3, 55, 4, 0, 2]"
DecisionTreeClassifier,0.7535172413793105,"['gini', 3, 55, 5, 0, 3]"
DecisionTreeClassifier,0.7541379310344829,"['gini', 3, 55, 6, 0, 2]"
DecisionTreeClassifier,0.7555172413793106,"['gini', 3, 55, 8, 0, 2]"
DecisionTreeClassifier,0.7564137931034487,"['gini', 3, 55, 14, 0, 2]"
DecisionTreeClassifier,0.7571379310344831,"['gini', 3, 55, 15, 0, 2]"
DecisionTreeClassifier,0.7574367816091958,"['gini', 3, 55, 15, 0, 3]"
DecisionTreeClassifier,0.7596551724137933,"['gini', 3, 55, 16, 0, 3]"
DecisionTreeClassifier,0.7674252873563222,"['gini', 3, 55, 19, 0, 3]"
DecisionTreeClassifier,0.7743218390804598,"['entropy', 4, 55, 28, 0, 2]"
Logistic Regression,Accuracy,"[['gini', 'entropy'], [3, 4, 5], [55, 56], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], [0, 0.1], [2, 3]]"
Logistic Regression,0.7337931034482759,"[0.001, 5, 56, 29, 0.1, 3]"
Logistic Regression,0.8120459770114944,"[0.001, 5, 56, 29, 0.1, 3]"
Logistic Regression,0.8303218390804598,"[0.001, 5, 56, 29, 0.1, 3]"
Logistic Regression,0.8357701149425288,"[0.001, 5, 56, 29, 0.1, 3]"
Logistic Regression,0.8833333333333333,"[0.001, 5, 56, 29, 0.1, 3]"
Ridge Regression,Accuracy,"[[0.0001, 0.001, 0.01, 0.1, 1, 2, 4, 10], ['auto', 'svd', 'cholesky', 'lsqr', 'sparse_cg', 'sag', 'saga']]"
Ridge Regression,0.8796091954022991,"[100, 5, 56, 29, 0.1, 3]"
Ridge Regression,0.8799425287356324,"[100, 5, 56, 29, 0.1, 3]"
Logistic Regression,Accuracy,"[[0.001, 0.01, 0.1, 1, 10, 100, 1000], ['l1', 'l2', 'elasticnet', 'none'], ['saga', 'sag', 'liblinear', 'lbfgs', 'newton-cg']]"
Logistic Regression,0.7337931034482759,"[0.001, 'l1', 'saga']"
Logistic Regression,0.8120459770114944,"[0.001, 'none', 'saga']"
Logistic Regression,0.829977011494253,"[0.001, 'none', 'sag']"
Logistic Regression,0.8357701149425288,"[0.001, 'none', 'lbfgs']"
Logistic Regression,0.8833333333333333,"[0.001, 'none', 'newton-cg']"
Ridge Regression,Accuracy,"[[0.0001, 0.001, 0.01, 0.1, 1, 2, 4, 10], ['auto', 'svd', 'cholesky', 'lsqr', 'sparse_cg', 'sag', 'saga']]"
Ridge Regression,0.8796091954022991,"[0.0001, 'auto']"
Ridge Regression,0.8799425287356324,"[0.001, 'sparse_cg']"
Ridge Regression,0.881264367816092,"[0.01, 'auto']"
Ridge Regression,0.8815977011494255,"[0.01, 'sparse_cg']"
SVM,Accuracy,"[[0, 1, 2, 3, 4, 5, 6], [0.0001, 0.001, 0.01, 0.1, 1, 2, 4, 10, 100], [0.0001, 0.001, 0.01, 0.1, 1, 2, 4, 10, 100], ['rbf', 'linear']]"
SVM,Accuracy,"[[0, 1, 2, 3, 4, 5, 6], [0.0001, 0.001, 0.01, 0.1, 1, 2, 4, 10, 100], [0.0001, 0.001, 0.01, 0.1, 1, 2, 4, 10, 100], ['rbf', 'linear']]"
SVM,0.7337931034482759,"[0, 0.0001, 0.0001, 'rbf']"
SVM,Accuracy,"[[0, 1, 2, 3, 4, 5, 6], [0.0001, 100], [0.0001, 0.001, 0.01, 0.1, 1, 2, 4, 10, 100], ['rbf', 'linear']]"
SVM,0.7337931034482759,"[0, 0.0001, 0.0001, 'rbf']"
SVM,0.8799770114942531,"[0, 100, 0.0001, 'linear']"
